ID,Name,Sheltered,Ramps,Electric,Directional
B96,BLK 219 BEDOK CENTRAL,1,1,0,1
B97,BLK 714A BEDOK RESERVOIR ROAD,1,1,0,1
B98,BLK 748 BEDOK RESERVOIR CRESCENT,1,1,0,1
BA1,BLK 106 BIDADARI PARK DRIVE,1,1,0,1
BA2,BLK 117 ALKAFF CRESCENT,1,1,0,1
BA3,BLK 101 BIDADARI PARK DRIVE,1,1,0,1
BA4,BLK 113 ALKAFF CRESCENT,1,1,0,1
BA6,BLK 201 WOODLEIGH LINK,1,1,0,1
BA7,BLK 206 WOODLEIGH LINK,1,1,0,1
BA8,BLK 207 WOODLEIGH LINK,1,1,0,1
BA9,BLK 212 BIDADARI PARK DRIVE,1,1,0,1
BBB,BLK 231 BRAS BASAH BASEMENT CAR PARK,1,1,0,1
BE3,BLK 401-408 SIN MING AVENUE,0,0,0,1
BE4,BLK 101-116 BISHAN STREET 12,0,0,0,1
BE5,BLK 117-134 BISHAN STREET 12,0,0,0,1
BE6,BLK 135/138 BISHAN STREET 12,0,0,0,1
BE7,BLK 139-144 BISHAN STREET 12,0,0,0,1
BE8,"BLK 145-150A, 151 BISHAN STREET 11",0,0,0,1
BE9,BLK 153-167 BISHAN STREET 13,0,0,0,1
BH1,BLK 1 THOMSON ROAD,0,0,0,1
BH2,BLK 2 BALESTIER ROAD,0,0,0,1
BJ1,BLK 130-140 CASHEW ROAD,0,0,0,1
BJ2,BLK 141-151 GANGSA ROAD/PETIR ROAD,0,0,0,1
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,0,0,0,1
BJ4,BLK 219/233 PETIR ROAD,0,0,0,1
BJ8,BLK 201/218 PETIR ROAD,0,0,0,1
BL3,BLK 174/179 BOON LAY DRIVE,0,0,0,1
BL8,BLK 221 BOON LAY PLACE,0,0,0,1
BLM,BLK 10 BENDEMEER ROAD,1,1,0,1
BM1,BLK 28 JALAN BUKIT MERAH,0,0,0,1
BM2,BLK 28 HOY FATT ROAD,0,0,0,1
BM3,BLK 49/50 HOY FATT ROAD,0,0,0,1
BM4,BLK 35A JALAN RUMAH TINGGI,1,1,0,1
BM5,BLKS 8/10 JALAN RUMAH TINGGI,0,0,0,1
BM5,BLKS 8/10 JALAN RUMAH TINGGI,0,0,0,1
BM5,BLKS 8/10 JALAN RUMAH TINGGI,0,0,0,1
BM6,BLK 61 LENGKOK BAHRU,0,0,0,1
BM6,BLK 61 LENGKOK BAHRU,0,0,0,1
BM6,BLK 61 LENGKOK BAHRU,0,0,0,1
BM9,BLK 58/59 LENGKOK BAHRU,0,0,0,1
BP1,BLK 101/109 BUKIT PURMEI ROAD,0,0,0,1
BP2,BLK 110/115 BUKIT PURMEI ROAD,0,0,0,1
BR4,BLK 81/89 WHAMPOA DRIVE,0,0,1,1
BR5,BLK 74/75 WHAMPOA DRIVE,0,0,0,1
BR6,BLK 92 WHAMPOA DRIVE,0,0,0,1
BR8,BLK 76/77 LORONG LIMAU,0,0,0,1
BR9,BLK 69 MOULMEIN ROAD,0,0,0,1
BRM,BLK 39 BENDEMEER ROAD,1,1,0,1
BTM,BLK 2B BOON TIONG ROAD,1,1,0,1
BTM,BLK 2B BOON TIONG ROAD,1,1,0,1
BTM,BLK 2B BOON TIONG ROAD,1,1,0,1
BWM,BLK 2A JALAN BUKIT MERAH,1,1,0,1
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",0,0,0,1
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",0,0,0,1
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",0,0,0,1
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",0,0,0,1
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",0,0,0,1
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",0,0,0,1
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",0,0,0,1
C16,BLK 430-435 CLEMENTI AVENUE 3,0,0,0,1
C17,"BLK 442-444,442A CLEMENTI AVENUE 3",0,0,0,1
C17,"BLK 442-444,442A CLEMENTI AVENUE 3",0,0,0,1
C17,"BLK 442-444,442A CLEMENTI AVENUE 3",0,0,0,1
C18,BLK 426/428 CLEMENTI AVENUE 3,0,0,0,1
C20,BLK 449-451 CLEMENTI AVENUE 3,0,0,0,1
C24,BLK 110/118 CLEMENTI STREET 13,0,0,0,1
C24,BLK 110/118 CLEMENTI STREET 13,0,0,0,1
C24,BLK 110/118 CLEMENTI STREET 13,0,0,0,1
C25,BLK 101-104 CLEMENTI STREET 14,0,0,0,1
C25,BLK 101-104 CLEMENTI STREET 14,0,0,0,1
C25,BLK 101-104 CLEMENTI STREET 14,0,0,0,1
C26,BLK 105-107 CLEMENTI STREET 12,0,0,0,1
C26,BLK 105-107 CLEMENTI STREET 12,0,0,0,1
C26,BLK 105-107 CLEMENTI STREET 12,0,0,0,1
C27,BLK 108/109 CLEMENTI STREET 11,0,0,0,1
C27,BLK 108/109 CLEMENTI STREET 11,0,0,0,1
C27,BLK 108/109 CLEMENTI STREET 11,0,0,0,1
C29,BLK 501-505 WEST COAST DRIVE,0,0,0,1
C2M,BLK 463 CLEMENTI AVENUE 1,1,1,0,1
C30,BLK 507-509 WEST COAST DRIVE,0,0,1,1
C31,BLK 510/511 WEST COAST ROAD,0,0,0,1
C33,BLK 601-613 CLEMENTI WEST STREET 1,0,0,0,1
C34,BLK 702/703 WEST COAST ROAD,0,0,0,1
C35,BLK 704-714 CLEMENTI WEST STREET 2,0,0,0,1
C36,BLK 728/729 CLEMENTI WEST STREET 2,0,0,0,1
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",0,0,0,1
C38,BLK 715-717 CLEMENTI WEST STREET 2,0,0,0,1
C3M,BLK 416A CLEMENTI AVENUE 1,1,1,1,1
C3M,BLK 416A CLEMENTI AVENUE 1,1,1,1,1
C3M,BLK 416A CLEMENTI AVENUE 1,1,1,1,1
C4M,BLK 413A COMMONWEALTH AVENUE WEST,1,1,0,1
C4M,BLK 413A COMMONWEALTH AVENUE WEST,1,1,0,1
C4M,BLK 413A COMMONWEALTH AVENUE WEST,1,1,0,1
CAM,BLK 88 TANGLIN HALT ROAD,1,1,0,1
CAM,BLK 88 TANGLIN HALT ROAD,1,1,0,1
CAM,BLK 88 TANGLIN HALT ROAD,1,1,0,1
CC1,BLK 1/2 CHAI CHEE STREET,0,0,0,1
CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",0,0,0,1
CC5,BLK 27 CHAI CHEE ROAD,0,0,0,1
CC6,BLK 25-27 CHAI CHEE ROAD,0,0,0,1
CC7,BLK 30/40 CHAI CHEE AVENUE,0,0,0,1
CC8,BLK 55/58 CHAI CHEE DRIVE,0,0,0,1
CC9,BLK 41/42 CHAI CHEE STREET,0,0,0,1
CDM,BLK 54 COMMONWEALTH DRIVE,1,1,0,1
CDM,BLK 54 COMMONWEALTH DRIVE,1,1,0,1
CDM,BLK 54 COMMONWEALTH DRIVE,1,1,0,1
CK1,BLK 101/108 TECK WHYE LANE,0,0,0,1
CK2,BLK 109/117 TECK WHYE LANE,0,0,0,1
CK3,BLK 118/124 TECK WHYE LANE,0,0,0,1
CK4,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVENUE",0,0,0,1
CK6,"BLK 143, 144 & 146 TECK WHYE LANE",0,0,0,1
CK7,BLK 135A TECK WHYE LANE,1,1,0,1
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,0,0,0,1
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,0,0,0,1
CLM,BLK 129A CLARENCE LANE,1,1,0,1
CLM,BLK 129A CLARENCE LANE,1,1,0,1
CLM,BLK 129A CLARENCE LANE,1,1,0,1
CM1,BLK 10 CANTONMENT CLOSE,1,1,0,1
CM1,BLK 10 CANTONMENT CLOSE,1,1,0,1
CM1,BLK 10 CANTONMENT CLOSE,1,1,0,1
CR1,BLK 1/3/15/17 BEACH ROAD,0,0,0,1
CR2,BLK 3/4 BEACH ROAD,0,0,0,1
CR3,BLK 9 NORTH BRIDGE ROAD,0,0,0,1
CR7,BLK 464/463 CRAWFORD LANE,0,0,0,1
CSM,BLK 54 CHIN SWEE ROAD MSCP,1,1,0,1
CV1,BLK 1/1A TELOK PAKU ROAD,0,0,0,1
CV2,BLK 3 CHANGI VILLAGE ROAD,0,0,0,1
CV3,BLK 5 CHANGI VILLAGE ROAD,0,0,0,1
DRS,BLK 102A/102B DEPOT ROAD,0,0,0,1
EC2,BLK 12-25 EUNOS CRESCENT,0,0,0,1
EC3,BLK 5-8/11/4A EUNOS CRESCENT,0,0,0,1
EC4,BLK 1-3/1A EUNOS CRESCENT,0,0,0,1
EC7,BLK 842-848 SIMS AVENUE,0,0,0,1
EC8,BLK 2A EUNOS MRT SIMS AVENUE,0,0,0,1
ECM,BLK 31A EUNOS CRESCENT,1,1,0,1
EI3,BLK 410 TO 417 EUNOS ROAD 5,0,0,0,1
EPL,BLK 1/7 EVERTON PARK,0,0,0,1
EPL,BLK 1/7 EVERTON PARK,0,0,0,1
EPL,BLK 1/7 EVERTON PARK,0,0,0,1
EPL,BLK 1/7 EVERTON PARK,0,0,0,1
EPM,BLK 6A EVERTON ROAD,1,1,0,1
EPM,BLK 6A EVERTON ROAD,1,1,0,1
EPM,BLK 6A EVERTON ROAD,1,1,0,1
EPM,BLK 6A EVERTON ROAD,1,1,0,1
FRM,BLK 808 FRENCH ROAD MSCP,1,1,0,1
GBM,BLK 60A GEYLANG BAHRU,1,1,0,1
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,0,0,0,1
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,0,0,0,1
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,0,0,0,1
GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,0,0,0,1
GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,0,0,0,1
GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,0,0,0,1
GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,0,0,0,1
GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,0,0,0,1
GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,0,0,0,1
GEM,BLK 118 ALJUNIED AVENUE 2,1,1,0,1
GM2,BLK 7/8/9 GHIM MOH ROAD,0,0,0,1
GM3,BLK 19/20 GHIM MOH ROAD,0,0,0,1
GM5,BLK 21 GHIM MOH ROAD,0,0,0,1
GSM,BLK 2 GEYLANG SERAI,1,1,0,1
H12,BLK 1/5 DELTA AVENUE,0,0,0,1
H12,BLK 1/5 DELTA AVENUE,0,0,0,1
H12,BLK 1/5 DELTA AVENUE,0,0,0,1
H14,BLK 96 HAVELOCK ROAD MSCP,1,1,0,1
H14,BLK 96 HAVELOCK ROAD MSCP,1,1,0,1
H14,BLK 96 HAVELOCK ROAD MSCP,1,1,0,1
H17,BLK 28A BEO CRESCENT,1,1,0,1
H18,BLK 44A HAVELOCK ROAD,1,1,0,1
HCM,BLK 104A HENDERSON CRESCENT,1,1,0,1
HCM,BLK 104A HENDERSON CRESCENT,1,1,0,1
HCM,BLK 104A HENDERSON CRESCENT,1,1,0,1
HE1,BLK 102/103/104 HENDERSON CRESCENT,0,0,0,1
HE1,BLK 102/103/104 HENDERSON CRESCENT,0,0,0,1
HE1,BLK 102/103/104 HENDERSON CRESCENT,0,0,0,1
HE3,BLK 116/117 BUKIT MERAH VIEW,0,0,0,1
HE3,BLK 116/117 BUKIT MERAH VIEW,0,0,0,1
HE3,BLK 116/117 BUKIT MERAH VIEW,0,0,0,1
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,0,0,0,1
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,0,0,0,1
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,0,0,0,1
HE9,BLK 118/119 BUKIT MERAH VIEW,0,0,0,1
HG1,"BLK 1,2,6,7 HOUGANG AVENUE 3",0,0,0,1
HG2,BLK 15-18 HOUGANG AVENUE 3,0,0,0,1
HG4,BLK 19-23 HOUGANG AVENUE 3,0,0,0,1
HG5,BLK 24/25 HOUGANG AVENUE 3,0,0,0,1
HG7,BLK 109-127 HOUGANG AVENUE 1,0,0,0,1
HG9,BLK 201-204 HOUGANG STREET 21,0,0,0,1
HLM,BLK 533A HONG LIM MSCP,1,1,0,1
HR1,BLK 1-3 HAIG ROAD,0,0,0,1
HR2,BLK 4-6 HAIG ROAD,0,0,0,1
HR3,BLK 7 TO 9 HAIG ROAD,0,0,0,1
HR4,BLK 10 TO 14 HAIG ROAD,0,0,0,1
HR5,BLK 21 TO 23 HAIG ROAD,0,0,0,1
HRM,BLK 96 HENDERSON ROAD,1,1,0,1
HRM,BLK 96 HENDERSON ROAD,1,1,0,1
HRM,BLK 96 HENDERSON ROAD,1,1,0,1
HRM,BLK 96 HENDERSON ROAD,1,1,0,1
HVM,BLK 51 HAVELOCK ROAD,1,1,0,1
J10,BLK 246/249 JURONG EAST STREET 24,0,0,0,1
J11,BLK 250/251 JURONG EAST STREET 24,0,0,0,1
J12,BLK 252/254 JURONG EAST STREET 24,0,0,0,1
J14,BLK 256/258 JURONG EAST STREET 24,0,0,0,1
J15,BLK 259/264 JURONG EAST STREET 24,0,0,0,1
J16,BLK 301/304 JURONG EAST STREET 32,0,0,0,1
J17,BLK 305/306 JURONG EAST STREET 32,0,0,0,1
J18,BLK 307/308 JURONG EAST STREET 32,0,0,0,1
J19,BLK 309/310 JURONG EAST STREET 32,0,0,0,1
J20,BLK 311/316 JURONG EAST STREET 32,0,0,0,1
J21,BLK 317/328 JURONG EAST STREET 31,0,0,0,1
J22,BLK 329/333 JURONG EAST AVENUE 1,0,0,0,1
J23,BLK 334/341 JURONG EAST AVENUE 1,0,0,0,1
J24,BLK 342/346 JURONG EAST STREET 31,0,0,0,1
J25,BLK 347/350 JURONG EAST AVENUE 1,0,0,0,1
J26,BLK 351/353 JURONG EAST STREET 31,0,0,0,1
J27,BLK 521/524 JURONG WEST STREET 52,0,0,0,1
J29,BLK 528/534 JURONG WEST STREET 52,0,0,0,1
J32,BLK 515/517 JURONG WEST STREET 52,0,0,0,1
J33,BLK 518/520 JURONG WEST STREET 52,0,0,0,1
J34,BLK 513/514 JURONG WEST STREET 52,0,0,0,1
J35,BLK 508/511 JURONG WEST STREET 51/52,0,0,0,1
J36,BLK 543/551 JURONG WEST STREET 42,0,0,0,1
J37,BLK 537/542 JURONG WEST AVENUE 1,0,0,0,1
J38,BLK 505/508 JURONG WEST STREET 52,0,0,0,1
J39,BLK 456-461 JURONG WEST STREET 41,0,0,0,1
J40,BLK 462-467 JURONG WEST STREET 41,0,0,0,1
J41,BLK 468-473 JURONG WEST STREET 41,0,0,0,1
J43,BLK 474-477 JURONG WEST STREET 41,0,0,0,1
J44,BLK 478-483 JURONG WEST STREET 41,0,0,0,1
J45,BLK 484-491 JURONG WEST AVENUE 1,0,0,0,1
J46,BLK 501/504 JURONG WEST STREET 51,0,0,0,1
J47,BLK 502/503 JURONG WEST AVENUE 1,0,0,0,1
J48,BLK 441/455 JURONG WEST AVENUE 1/STREET 42,0,0,0,1
J49,BLK 552/559 JURONG WEST STREET 42,0,0,0,1
J50,BLK 401/408 JURONG WEST STREET 42,0,0,0,1
J51,BLK 409/416 JURONG WEST STREET 42,0,0,0,1
J52,BLK 423/440 JURONG WEST AVENUE 1/STREET 42,0,0,0,1
J53,BLK 417/422 JURONG WEST STREET 42,0,0,0,1
J54,BLK 492-496 JURONG WEST STREET 41,0,0,0,1
J55,BLK 497-498 JURONG WEST STREET 41,0,0,0,1
J56,BLK 130 JURONG GATEWAY ROAD,0,0,0,1
J57,BLK 131/134 JURONG GATEWAY ROAD,0,0,0,1
J61,BLK 912/932 JURONG WEST STREET 92,0,0,0,1
J62,BLK 902/908 JURONG WEST STREET 91,0,0,0,1
J63,BLK 909/911 JURONG WEST STREET 91,0,0,0,1
J64,BLK 354 JURONG EAST AVENUE 1,0,0,0,1
J65,BLK 933-953 JURONG WEST STREET 91,0,0,0,1
J66,BLK 959-961 JURONG WEST STREET 92,0,0,0,1
J67,BLK 962-966 JURONG WEST STREET 91,0,0,0,1
J69,BLK 974/980 JURONG WEST STREET 93,0,0,0,1
J70,BLK 835/838 JURONG WEST STREET 81,0,0,0,1
J71,BLK 812/826 JURONG WEST STREET 81,0,0,0,1
J72,BLK 743/751 JURONG WEST STREET 73,0,0,0,1
J73,BLK 719/731 JURONG WEST STREET 72,0,0,0,1
J74,BLK 711/718 JURONG WEST STREET 71,0,0,0,1
J8M,BLK 240C JURONG EAST AVENUE 1,1,1,0,1
J90,BLK 274A TOH GUAN ROAD,1,1,0,1
J91,BLK 287E JURONG EAST STREET 21,1,1,0,1
J92,BLK 285E TOH GUAN ROAD,1,1,0,1
J93,BLK 286E TOH GUAN ROAD,1,1,1,1
J94,BLK 288F JURONG EAST STREET 21,1,1,0,1
J95,BLK 282A TOH GUAN ROAD,1,1,0,1
J96,BLK 267A TOH GUAN ROAD,1,1,0,1
J97,BLK 273A TOH GUAN ROAD,1,1,0,1
JB1,"BLK 3-5,7,8,4A JALAN BATU",0,0,0,1
JB1,"BLK 3-5,7,8,4A JALAN BATU",0,0,0,1
JB1,"BLK 3-5,7,8,4A JALAN BATU",0,0,0,1
JB2,BLK 10-11 JALAN BATU,0,0,0,1
JB2,BLK 10-11 JALAN BATU,0,0,0,1
JB2,BLK 10-11 JALAN BATU,0,0,0,1
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",0,0,0,1
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",0,0,0,1
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",0,0,0,1
JB4,"BLK 1,2,9 KAMPONG KAYU",0,0,0,1
JB4,"BLK 1,2,9 KAMPONG KAYU",0,0,0,1
JB4,"BLK 1,2,9 KAMPONG KAYU",0,0,0,1
JBM,BLK 134A JALAN BUKIT MERAH,1,1,0,1
JBM,BLK 134A JALAN BUKIT MERAH,1,1,0,1
JBM,BLK 134A JALAN BUKIT MERAH,1,1,0,1
JBM,BLK 134A JALAN BUKIT MERAH,1,1,0,1
JCM,BLK 2 JOO CHIAT ROAD,1,1,0,1
JKM,BLK 8A JALAN KUKOH MSCP,1,1,0,1
JKM,BLK 8A JALAN KUKOH MSCP,1,1,0,1
JKM,BLK 8A JALAN KUKOH MSCP,1,1,0,1
JKS,BLK 1 JALAN KUKOH CAR PARK,0,0,0,1
JKS,BLK 1 JALAN KUKOH CAR PARK,0,0,0,1
JKS,BLK 1 JALAN KUKOH CAR PARK,0,0,0,1
JM1,BLK 517B JURONG WEST STREET 52,1,1,0,1
JM2,BLK 682 JURONG WEST CENTRAL 1,1,1,0,1
JM3,BLK 679 JURONG WEST CENTRAL 1,1,1,0,1
JM4,BLK 684 JURONG WEST STREET 64,1,1,0,1
JM5,BLK 664 JURONG WEST STREET 64,1,1,0,1
JM6,BLK 663 JURONG WEST STREET 65,1,1,1,1
JM7,BLK 669 JURONG WEST STREET 64,1,1,0,1
JM8,BLK 667 JURONG WEST STREET 65,1,1,0,1
JM9,BLK 650 JURONG WEST STREET 61,1,1,1,1
JRM,BLK 814 JELLICOE ROAD,1,1,0,1
K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",0,0,0,1
K19,BLK 62 DAKOTA CRESCENT,0,0,0,1
K2T,BLK 21 JALAN EMPAT,0,0,0,1
K2T,BLK 21 JALAN EMPAT,0,0,0,1
K2T,BLK 21 JALAN EMPAT,0,0,0,1
K52,BLK 52 CASSIA CRESCENT,0,0,0,1
KAM,BLK 335 KRETA AYER MSCP,1,1,0,1
KAS,BLK 333 KRETA AYER CAR PARK,0,0,0,1
KB1,BLK 61-62/68 GEYLANG BAHRU ROAD,0,0,0,1
KB3,BLK 64/65/67 KALLANG BAHRU,0,0,0,1
KB4,BLK 72/93/97 GEYLANG BAHRU,0,0,0,1
KB7,BLK 69 GEYLANG BAHRU,0,0,0,1
KBM,BLK 65A KALLANG BAHRU,1,1,0,1
KE1,BLK 101/121 BEDOK RESERVOIR ROAD,0,0,0,1
KE2,BLK 122/126 BEDOK RESERVOIR ROAD,0,0,0,1
KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",0,0,0,1
KE4,BLK 136/140 BEDOK RESERVOIR ROAD,0,0,0,1
KJ1,BLK 9/10 GLOUCESTER ROAD,0,0,0,1
KJ2,BLK 49/50 DORSET ROAD,0,0,0,1
KJ3,BLK 48/48A DURHAM ROAD,0,0,0,1
KJ4,BLK 51/54 KENT ROAD,0,0,0,1
KLM,BLK 31 KELANTAN LANE MSCP,1,1,0,1
KM1,BLK 56A CASSIA CRESCENT,1,1,0,1
KM2,BLK 93A JALAN DUA,1,1,0,1
KM2,BLK 93A JALAN DUA,1,1,0,1
KM2,BLK 93A JALAN DUA,1,1,0,1
KM3,BLK 11A PINE CLOSE,1,1,0,1
KM3,BLK 11A PINE CLOSE,1,1,0,1
KM3,BLK 11A PINE CLOSE,1,1,0,1
KM4,BLK 49A JALAN TIGA,1,1,0,1
KM5,BLK 37 PINE LANE,1,1,0,1
KM6,BLK 91 JALAN SATU,1,1,0,1
KRM,BLK 115 JALAN AYER,1,1,0,1
KTM,BLK 125A KIM TIAN ROAD,1,1,0,1
KTM,BLK 125A KIM TIAN ROAD,1,1,0,1
KTM,BLK 125A KIM TIAN ROAD,1,1,0,1
KU1,BLK 301/305-306/311-318 UBI AVENUE 1,0,0,0,1
KU2,BLK 319-330 UBI AVENUE 1,0,0,0,1
KU3,BLK 331-341 UBI AVENUE 1,0,0,0,1
KU4,BLK 342-352 UBI AVENUE 1,0,0,0,1
KU9,"BLK 302,304 UBI AVENUE 1",0,0,0,1
LBM,BLK 64 LENGKOK BAHRU,1,1,0,1
LBM,BLK 64 LENGKOK BAHRU,1,1,0,1
LBM,BLK 64 LENGKOK BAHRU,1,1,0,1
LT1,"BLK 110,113-116 LENGKONG TIGA",0,0,0,1
LT1,"BLK 110,113-116 LENGKONG TIGA",0,0,0,1
LT1,"BLK 110,113-116 LENGKONG TIGA",0,0,0,1
LT2,BLK 111-112 LENGKONG TIGA,0,0,0,1
LT2,BLK 111-112 LENGKONG TIGA,0,0,0,1
LT2,BLK 111-112 LENGKONG TIGA,0,0,0,1
LT3,BLK 101-109 LENGKONG TIGA,0,0,0,1
LT3,BLK 101-109 LENGKONG TIGA,0,0,0,1
LT3,BLK 101-109 LENGKONG TIGA,0,0,0,1
M16,BLK 37 CIRCUIT ROAD,0,0,0,1
M20,BLK 65 & 80 CIRCUIT ROAD,0,0,0,1
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT ROAD,0,0,0,1
M32,BLK 120 TO 124 PAYA LEBAR WAY,0,0,0,1
M32,BLK 120 TO 124 PAYA LEBAR WAY,0,0,0,1
M32,BLK 120 TO 124 PAYA LEBAR WAY,0,0,0,1
M33,BLK 125 TO 126 ALJUNIED ROAD,0,0,0,1
M35,BLK 41 TO 42 CIRCUIT ROAD,0,0,0,1
M36,BLK 43 CIRCUIT ROAD,0,0,0,1
M37,BLK 38 TO 40 CIRCUIT ROAD,0,0,0,1
M38,BLK 63 TO 64 CIRCUIT ROAD,0,0,0,1
MLM,BLK 157A MEI LING STREET,1,1,0,1
MLM,BLK 157A MEI LING STREET,1,1,0,1
MLM,BLK 157A MEI LING STREET,1,1,0,1
MM1,BLK 28A BALAM ROAD,1,1,0,1
MM2,BLK 52A PIPIT ROAD,1,1,0,1
MM3,BLK 66A CIRCUIT ROAD,1,1,0,1
MM4,BLK 31A CIRCUIT ROAD,1,1,0,1
MM6,BLK 82 CIRCUIT ROAD,1,1,0,1
MM7,BLK 76 CIRCUIT ROAD,1,1,0,1
MN1,BLKS 108/112 MCNAIR ROAD,0,0,0,1
MN2,BLKS 119/124 MCNAIR ROAD,0,0,0,1
MNM,BLK 113 MCNAIR ROAD,1,1,0,1
MP1,BLK 1 TO 4 MARINE TERRACE,0,0,0,1
MP1,BLK 1 TO 4 MARINE TERRACE,0,0,0,1
MP1,BLK 1 TO 4 MARINE TERRACE,0,0,0,1
MP2,BLK 5 TO 8 MARINE TERRACE,0,0,0,1
MP2,BLK 5 TO 8 MARINE TERRACE,0,0,0,1
MP2,BLK 5 TO 8 MARINE TERRACE,0,0,0,1
MP5,BLK 52/57 MARINE TERRACE,0,0,0,1
MP5,BLK 52/57 MARINE TERRACE,0,0,0,1
MP5,BLK 52/57 MARINE TERRACE,0,0,0,1
MP6,BLK 50/50A/53 MARINE TERRACE,0,0,0,1
MP6,BLK 50/50A/53 MARINE TERRACE,0,0,0,1
MP6,BLK 50/50A/53 MARINE TERRACE,0,0,0,1
MP7,BLK 54/55/56/58/59 MARINE TERRACE,0,0,0,1
MP7,BLK 54/55/56/58/59 MARINE TERRACE,0,0,0,1
MP7,BLK 54/55/56/58/59 MARINE TERRACE,0,0,0,1
MR4,BLK 7 KING GEORGE AVENUE,0,0,0,1
MR5,"BLK 804/805, 809 MAUDE ROAD",0,0,0,1
MR6,BLK 8 FRENCH ROAD,0,0,0,1
MR7,BLK 801/802 FRENCH ROAD,0,0,0,1
NT1,BLK 601 TAMPINES AVENUE 9,1,1,0,1
NT2,BLK 605 TAMPINES STREET 61,1,1,0,1
NT3,BLK 609 TAMPINES NORTH DRIVE 1,1,1,0,1
NT4,BLK 613 TAMPINES NORTH DRIVE 1,1,1,0,1
NT5,BLK 618 TAMPINES STREET 61,1,1,0,1
NT6,BLK 647 TAMPINES STREET 62,1,1,0,1
NT7,BLK 646 TAMPINES STREET 62,1,1,0,1
NT8,BLK 634/ 629 TAMPINES NORTH DRIVE 2,1,1,0,1
NT9,BLK 641 TAMPINES STREET 62,1,1,0,1
NTL,BLK 601 - 605A/D TAMPINES AVENUE 9/ STREET 61,0,0,0,1
P11,BLK 416 PANDAN GARDENS,0,0,0,1
P12,BLK 415 PANDAN GARDENS,0,0,0,1
P12,BLK 415 PANDAN GARDENS,0,0,0,1
P12,BLK 415 PANDAN GARDENS,0,0,0,1
P12,BLK 415 PANDAN GARDENS,0,0,0,1
P13,BLK 401/402 PANDAN GARDENS,0,0,0,1
P14,BLK 403/408 PANDAN GARDENS,0,0,0,1
P15,BLK 413 PANDAN GARDENS,0,0,0,1
P16,BLK 412/414 PANDAN GARDENS,0,0,0,1
P17,BLK 409/411 PANDAN GARDENS,0,0,0,1
P5L,BLK 106A PUNGGOL FIELD,0,0,0,1
P6L,BLK 109B PUNGGOL FIELD,0,0,0,1
PM2,BLK 220A PASIR RIS STREET 21,1,1,0,1
PM3,BLK 225A PASIR RIS STREET 21,1,1,0,1
PM4,BLK 231A PASIR RIS DRIVE 4,1,1,0,1
PM5,BLK 235A PASIR RIS STREET 21,1,1,0,1
PM6,BLK 245A PASIR RIS STREET 21,1,1,0,1
PM7,BLK 257A PASIR RIS STREET 21,1,1,0,1
PM8,BLK 458A PASIR RIS DRIVE 4,1,1,0,1
PM9,BLK 216A PASIR RIS STREET 21,1,1,0,1
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,0,0,0,1
PP2,BLK 143 TO 145 POTONG PASIR AVENUE 2/3,0,0,0,1
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,0,0,0,1
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,0,0,0,1
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,0,0,0,1
PP6,BLK 146 POTONG PASIR AVENUE 2,0,0,0,1
PR1,BLK 101/108 PASIR RIS STREET 12,0,0,0,1
PR2,BLK 109/129 PASIR RIS STREET 11,0,0,0,1
PR3,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL,0,0,0,1
